/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_090.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_090.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_090.jpg,0,0,0,5.533954E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_201.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_201.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_201.jpg,0,0,0,5.378747E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_326.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_326.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_326.jpg,0,0,0,5.420278E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_437.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_437.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_437.jpg,0,0,0,5.407551E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_542.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_542.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_542.jpg,0,0,0,5.436061E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_653.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_653.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_653.jpg,0,0,0,5.54324E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_772.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_772.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_772.jpg,0,0,0,5.412467E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_839.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_839.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_839.jpg,0,0,0,5.393032E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_25_944.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_25_944.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_25_944.jpg,0,0,0,5.52368E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_26_051.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_26_051.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_26_051.jpg,0,0,0,5.382481E-05
/Users/sowmyayellapragada/Desktop/Fedex/IMG/center_2019_05_12_08_56_26_164.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/left_2019_05_12_08_56_26_164.jpg,/Users/sowmyayellapragada/Desktop/Fedex/IMG/right_2019_05_12_08_56_26_164.jpg,0,0,0,5.412473E-05
